Day,Weather,PricePerGlass,SignsMade,GlassesMade,GlassesSold,Profit,Assets,Storm,StreetCrewWorking,StreetCrewThirsty,WeatherFactor,ChanceOfRain,BaseDemand,SignBenefit,DemandMultiplier,AdjUnits,CostPerGlass,CostPerSign,Income,Expenses
4433,Cloudy,12,9,0,0,-1.3499999999999999,-8735.970000000007,False,False,False,0.7,30,20.833333333333332,0.9888910034617577,1.3922237024232302,29,5,0.15,0.0,1.3499999999999999
4434,Sunny,3,6,60,0,-3.9,-8739.870000000006,False,True,False,0.1,0,46.8,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,3.9
4435,Sunny,7,7,125,73,-2.1899999999999995,-8742.060000000007,False,False,True,1.0,0,37.2,0.9698026165776815,1.9698026165776814,73,5,0.15,5.11,7.3
4436,Sunny,6,7,92,0,-5.6499999999999995,-8747.710000000006,False,True,False,0.1,0,39.6,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,5.6499999999999995
4437,Sunny,2,8,105,97,-4.51,-8752.220000000007,False,False,False,1.0,0,49.2,0.9816843611112658,1.9816843611112658,97,5,0.15,1.94,6.45
4438,Hot,2,5,120,120,-4.35,-8756.570000000007,False,False,False,2.0,0,49.2,0.9179150013761012,3.8358300027522025,188,5,0.15,2.4,6.75
4439,Sunny,5,5,90,0,-5.25,-8761.820000000007,False,True,False,0.1,0,42.0,0.9179150013761012,0.19179150013761015,0,5,0.15,0.0,5.25
4440,Sunny,3,1,108,65,-3.6000000000000005,-8765.420000000007,False,False,False,1.0,0,46.8,0.3934693402873666,1.3934693402873666,65,5,0.15,1.95,5.550000000000001
4441,Sunny,5,1,99,58,-2.2000000000000006,-8767.620000000008,False,False,False,1.0,0,42.0,0.3934693402873666,1.3934693402873666,58,5,0.15,2.9,5.1000000000000005
4442,Sunny,6,4,20,0,-1.6,-8769.220000000008,False,True,False,0.1,0,39.6,0.8646647167633873,0.18646647167633873,0,5,0.15,0.0,1.6
4443,Sunny,5,6,52,52,-0.8999999999999999,-8770.120000000008,False,False,False,1.0,0,42.0,0.950212931632136,1.950212931632136,81,5,0.15,2.6,3.5
4444,Sunny,2,0,22,22,-0.6600000000000001,-8770.780000000008,False,False,False,1.0,0,49.2,0.0,1.0,49,5,0.15,0.44,1.1
4445,Sunny,2,1,140,68,-5.79,-8776.570000000009,False,False,False,1.0,0,49.2,0.3934693402873666,1.3934693402873666,68,5,0.15,1.36,7.15
4446,Sunny,1,3,80,80,-3.6500000000000004,-8780.220000000008,False,False,False,1.0,0,51.6,0.7768698398515702,1.77686983985157,91,5,0.15,0.8,4.45
4447,Sunny,11,5,54,47,1.7199999999999998,-8778.50000000001,False,False,False,1.0,0,24.793388429752067,0.9179150013761012,1.9179150013761013,47,5,0.15,5.17,3.45
4448,Sunny,8,8,47,47,0.20999999999999996,-8778.29000000001,False,False,False,1.0,0,34.8,0.9816843611112658,1.9816843611112658,68,5,0.15,3.76,3.55
4449,Sunny,1,8,1,1,-1.24,-8779.53000000001,False,False,True,1.0,0,51.6,0.9816843611112658,1.9816843611112658,102,5,0.15,0.01,1.25
4450,Sunny,10,5,117,57,-0.8999999999999995,-8780.43000000001,False,False,False,1.0,0,30.0,0.9179150013761012,1.9179150013761013,57,5,0.15,5.7,6.6
4451,Hot,2,6,79,79,-3.2699999999999996,-8783.70000000001,False,False,False,2.0,0,49.2,0.950212931632136,3.900425863264272,191,5,0.15,1.58,4.85
4452,Hot,2,8,66,66,-3.1799999999999997,-8786.88000000001,False,False,False,2.0,0,49.2,0.9816843611112658,3.9633687222225316,194,5,0.15,1.32,4.5
4453,Sunny,11,1,52,34,0.9900000000000002,-8785.89000000001,False,False,False,1.0,0,24.793388429752067,0.3934693402873666,1.3934693402873666,34,5,0.15,3.74,2.75
4454,Sunny,6,6,92,77,-0.8799999999999999,-8786.77000000001,False,False,False,1.0,0,39.6,0.950212931632136,1.950212931632136,77,5,0.15,4.62,5.5
4455,Sunny,6,6,58,58,-0.31999999999999984,-8787.09000000001,False,False,False,1.0,0,39.6,0.950212931632136,1.950212931632136,77,5,0.15,3.48,3.8
4456,Hot,6,0,61,61,0.6100000000000003,-8786.480000000009,False,False,False,2.0,0,39.6,0.0,2.0,79,5,0.15,3.66,3.05
4457,Sunny,12,5,99,0,-5.7,-8792.18000000001,False,True,False,0.1,0,20.833333333333332,0.9179150013761012,0.19179150013761015,0,5,0.15,0.0,5.7
4458,Cloudy,6,0,9,9,0.09000000000000002,-8792.09000000001,False,False,False,0.7,30,39.6,0.0,0.7,27,5,0.15,0.54,0.45
4459,Hot,9,1,47,47,1.7300000000000004,-8790.36000000001,False,False,False,2.0,0,32.4,0.3934693402873666,2.786938680574733,90,5,0.15,4.23,2.5
4460,Hot,2,3,57,57,-2.16,-8792.52000000001,False,False,False,2.0,0,49.2,0.7768698398515702,3.55373967970314,174,5,0.15,1.14,3.3
4461,Sunny,12,8,108,41,-1.6800000000000006,-8794.20000000001,False,False,False,1.0,0,20.833333333333332,0.9816843611112658,1.9816843611112658,41,5,0.15,4.92,6.6000000000000005
4462,Hot,13,7,69,69,4.470000000000001,-8789.73000000001,False,False,False,2.0,0,17.75147928994083,0.9698026165776815,3.939605233155363,69,5,0.15,8.97,4.5
4463,Sunny,13,5,91,34,-0.8799999999999999,-8790.61000000001,False,False,False,1.0,0,17.75147928994083,0.9179150013761012,1.9179150013761013,34,5,0.15,4.42,5.3
4464,Hot,9,5,62,62,1.73,-8788.88000000001,False,False,False,2.0,0,32.4,0.9179150013761012,3.8358300027522025,124,5,0.15,5.58,3.85
4465,Hot,7,1,28,28,0.41000000000000014,-8788.47000000001,False,False,False,2.0,0,37.2,0.3934693402873666,2.786938680574733,103,5,0.15,1.96,1.5499999999999998
4466,Sunny,9,9,11,11,-0.9099999999999999,-8789.38000000001,False,False,False,1.0,0,32.4,0.9888910034617577,1.9888910034617577,64,5,0.15,0.99,1.9
4467,Hot,12,0,110,41,-0.5800000000000001,-8789.96000000001,False,False,False,2.0,0,20.833333333333332,0.0,2.0,41,5,0.15,4.92,5.5
4468,Cloudy,4,2,102,36,-3.9599999999999995,-8793.92000000001,False,False,False,0.5,50,44.4,0.6321205588285577,0.8160602794142788,36,5,0.15,1.44,5.3999999999999995
4469,Cloudy,9,4,8,8,-0.28,-8794.20000000001,False,False,False,0.5,50,32.4,0.8646647167633873,0.9323323583816936,30,5,0.15,0.72,1.0
4470,Hot,8,4,33,33,0.3900000000000001,-8793.81000000001,False,False,False,2.0,0,34.8,0.8646647167633873,3.7293294335267744,129,5,0.15,2.64,2.25
4471,Sunny,0,3,33,33,-2.0999999999999996,-8795.91000000001,False,False,False,1.0,0,54.0,0.7768698398515702,1.77686983985157,95,5,0.15,0.0,2.0999999999999996
4472,Sunny,7,2,16,16,0.020000000000000018,-8795.89000000001,False,False,False,1.0,0,37.2,0.6321205588285577,1.6321205588285577,60,5,0.15,1.12,1.1
4473,Sunny,12,1,67,29,-0.020000000000000018,-8795.91000000001,False,False,True,1.0,0,20.833333333333332,0.3934693402873666,1.3934693402873666,29,5,0.15,3.48,3.5
4474,Cloudy,4,9,12,12,-1.4699999999999998,-8797.38000000001,False,False,False,0.30000000000000004,70,44.4,0.9888910034617577,0.5966673010385274,26,5,0.15,0.48,1.9499999999999997
4475,Sunny,10,4,101,101,4.45,-8792.93000000001,False,True,True,0.1,0,30.0,0.8646647167633873,0.18646647167633873,101,5,0.15,10.1,5.6499999999999995
4476,Cloudy,7,4,96,0,-5.3999999999999995,-8798.330000000009,True,False,False,0.30000000000000004,70,37.2,0.8646647167633873,0.5593994150290162,0,5,0.15,0.0,5.3999999999999995
4477,Sunny,13,7,54,34,0.6699999999999999,-8797.660000000009,False,False,False,1.0,0,17.75147928994083,0.9698026165776815,1.9698026165776814,34,5,0.15,4.42,3.75
4478,Sunny,11,7,121,48,-1.8199999999999994,-8799.480000000009,False,False,False,1.0,0,24.793388429752067,0.9698026165776815,1.9698026165776814,48,5,0.15,5.28,7.1
4479,Cloudy,10,2,59,24,-0.8500000000000001,-8800.330000000009,False,False,False,0.5,50,30.0,0.6321205588285577,0.8160602794142788,24,5,0.15,2.4,3.25
4480,Hot,12,6,103,81,3.67,-8796.660000000009,False,False,False,2.0,0,20.833333333333332,0.950212931632136,3.900425863264272,81,5,0.15,9.72,6.050000000000001
4481,Cloudy,5,5,30,30,-0.75,-8797.410000000009,False,False,False,0.5,50,42.0,0.9179150013761012,0.9589575006880506,40,5,0.15,1.5,2.25
4482,Cloudy,1,7,82,30,-4.85,-8802.26000000001,False,False,False,0.30000000000000004,70,51.6,0.9698026165776815,0.5909407849733045,30,5,0.15,0.3,5.1499999999999995
4483,Sunny,11,4,114,46,-1.2400000000000002,-8803.50000000001,False,False,False,1.0,0,24.793388429752067,0.8646647167633873,1.8646647167633872,46,5,0.15,5.06,6.3
4484,Sunny,9,3,19,19,0.31000000000000005,-8803.19000000001,False,False,False,1.0,0,32.4,0.7768698398515702,1.77686983985157,57,5,0.15,1.71,1.4
4485,Cloudy,5,6,21,21,-0.8999999999999999,-8804.09000000001,False,False,False,0.7,30,42.0,0.950212931632136,1.3651490521424952,57,5,0.15,1.05,1.95
4486,Hot,0,9,52,52,-3.95,-8808.04000000001,False,False,False,2.0,0,54.0,0.9888910034617577,3.9777820069235155,214,5,0.15,0.0,3.95
4487,Sunny,13,0,59,17,-0.7400000000000002,-8808.78000000001,False,False,False,1.0,0,17.75147928994083,0.0,1.0,17,5,0.15,2.21,2.95
4488,Hot,2,2,43,43,-1.5899999999999999,-8810.37000000001,False,False,False,2.0,0,49.2,0.6321205588285577,3.2642411176571153,160,5,0.15,0.86,2.4499999999999997
4489,Sunny,2,3,120,0,-6.45,-8816.82000000001,False,True,False,0.1,0,49.2,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,6.45
4490,Sunny,6,2,30,30,0.0,-8816.82000000001,False,False,False,1.0,0,39.6,0.6321205588285577,1.6321205588285577,64,5,0.15,1.8,1.8
4491,Cloudy,7,5,54,28,-1.4900000000000002,-8818.31000000001,False,False,False,0.4,60,37.2,0.9179150013761012,0.7671660005504406,28,5,0.15,1.96,3.45
4492,Cloudy,4,8,37,37,-1.5699999999999998,-8819.88000000001,False,False,False,0.5,50,44.4,0.9816843611112658,0.9908421805556329,43,5,0.15,1.48,3.05
4493,Sunny,3,3,135,83,-4.71,-8824.59000000001,False,False,False,1.0,0,46.8,0.7768698398515702,1.77686983985157,83,5,0.15,2.49,7.2
4494,Sunny,12,7,39,39,1.6799999999999997,-8822.910000000009,False,False,False,1.0,0,20.833333333333332,0.9698026165776815,1.9698026165776814,41,5,0.15,4.68,3.0
4495,Sunny,6,7,31,31,-0.74,-8823.650000000009,False,False,False,1.0,0,39.6,0.9698026165776815,1.9698026165776814,78,5,0.15,1.86,2.6
4496,Hot,5,8,39,39,-1.2,-8824.85000000001,False,False,False,2.0,0,42.0,0.9816843611112658,3.9633687222225316,166,5,0.15,1.95,3.15
4497,Hot,0,6,76,76,-4.699999999999999,-8829.55000000001,False,False,False,2.0,0,54.0,0.950212931632136,3.900425863264272,210,5,0.15,0.0,4.699999999999999
4498,Sunny,1,6,124,0,-7.1,-8836.65000000001,False,True,False,0.1,0,51.6,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,7.1
4499,Sunny,13,6,69,0,-4.35,-8841.000000000011,False,True,False,0.1,0,17.75147928994083,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,4.35
4500,Sunny,4,6,72,0,-4.5,-8845.500000000011,False,True,False,0.1,0,44.4,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,4.5
4501,Sunny,2,8,140,97,-6.26,-8851.760000000011,False,False,False,1.0,0,49.2,0.9816843611112658,1.9816843611112658,97,5,0.15,1.94,8.2
4502,Cloudy,0,6,82,73,-5.0,-8856.760000000011,False,False,False,0.7,30,54.0,0.950212931632136,1.3651490521424952,73,5,0.15,0.0,5.0
4503,Cloudy,6,3,114,0,-6.15,-8862.91000000001,True,False,False,0.30000000000000004,70,39.6,0.7768698398515702,0.5330609519554711,0,5,0.15,0.0,6.15
4504,Sunny,9,0,149,32,-4.57,-8867.48000000001,False,False,False,1.0,0,32.4,0.0,1.0,32,5,0.15,2.88,7.45
4505,Hot,7,0,117,74,-0.6699999999999999,-8868.15000000001,False,False,False,2.0,0,37.2,0.0,2.0,74,5,0.15,5.18,5.85
4506,Hot,10,5,96,96,4.05,-8864.100000000011,False,False,False,2.0,0,30.0,0.9179150013761012,3.8358300027522025,115,5,0.15,9.6,5.55
4507,Hot,1,7,146,146,-6.89,-8870.99000000001,False,False,False,2.0,0,51.6,0.9698026165776815,3.939605233155363,203,5,0.15,1.46,8.35
4508,Sunny,9,6,102,0,-6.0,-8876.99000000001,False,True,False,0.1,0,32.4,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,6.0
4509,Sunny,6,7,133,78,-3.0200000000000005,-8880.010000000011,False,False,False,1.0,0,39.6,0.9698026165776815,1.9698026165776814,78,5,0.15,4.68,7.7
4510,Sunny,7,5,64,64,0.5300000000000002,-8879.48000000001,False,False,False,1.0,0,37.2,0.9179150013761012,1.9179150013761013,71,5,0.15,4.48,3.95
4511,Cloudy,0,5,108,72,-6.15,-8885.63000000001,False,False,False,0.7,30,54.0,0.9179150013761012,1.3425405009632707,72,5,0.15,0.0,6.15
4512,Hot,9,9,88,88,2.17,-8883.46000000001,False,False,False,2.0,0,32.4,0.9888910034617577,3.9777820069235155,128,5,0.15,7.92,5.75
4513,Cloudy,3,5,54,54,-1.83,-8885.29000000001,False,False,False,0.7,30,46.8,0.9179150013761012,1.3425405009632707,62,5,0.15,1.62,3.45
4514,Hot,13,6,38,38,2.1400000000000006,-8883.15000000001,False,False,False,2.0,0,17.75147928994083,0.950212931632136,3.900425863264272,69,5,0.15,4.94,2.8
4515,Sunny,10,3,103,53,-0.3000000000000007,-8883.45000000001,False,False,False,1.0,0,30.0,0.7768698398515702,1.77686983985157,53,5,0.15,5.3,5.6000000000000005
4516,Sunny,11,8,15,15,-0.30000000000000004,-8883.75000000001,False,False,False,1.0,0,24.793388429752067,0.9816843611112658,1.9816843611112658,49,5,0.15,1.65,1.95
4517,Sunny,10,1,10,10,0.35,-8883.400000000009,False,False,False,1.0,0,30.0,0.3934693402873666,1.3934693402873666,41,5,0.15,1.0,0.65
4518,Hot,11,8,116,98,3.7799999999999994,-8879.620000000008,False,False,False,2.0,0,24.793388429752067,0.9816843611112658,3.9633687222225316,98,5,0.15,10.78,7.0
4519,Sunny,9,8,100,64,-0.4400000000000004,-8880.060000000009,False,False,False,1.0,0,32.4,0.9816843611112658,1.9816843611112658,64,5,0.15,5.76,6.2
4520,Cloudy,10,4,144,16,-6.199999999999999,-8886.26000000001,False,False,False,0.30000000000000004,70,30.0,0.8646647167633873,0.5593994150290162,16,5,0.15,1.6,7.8
4521,Hot,7,6,2,2,-0.8599999999999999,-8887.12000000001,False,False,False,2.0,0,37.2,0.950212931632136,3.900425863264272,145,5,0.15,0.14,0.9999999999999999
4522,Sunny,11,2,69,0,-3.75,-8890.87000000001,False,True,False,0.1,0,24.793388429752067,0.6321205588285577,0.16321205588285578,0,5,0.15,0.0,3.75
4523,Sunny,0,9,52,52,-3.95,-8894.82000000001,False,False,False,1.0,0,54.0,0.9888910034617577,1.9888910034617577,107,5,0.15,0.0,3.95
4524,Cloudy,7,0,134,14,-5.720000000000001,-8900.54000000001,False,False,False,0.4,60,37.2,0.0,0.4,14,5,0.15,0.98,6.7
4525,Cloudy,13,8,144,0,-8.4,-8908.94000000001,True,False,False,0.5,50,17.75147928994083,0.9816843611112658,0.9908421805556329,0,5,0.15,0.0,8.4
4526,Hot,2,2,113,113,-3.6900000000000004,-8912.63000000001,False,False,False,2.0,0,49.2,0.6321205588285577,3.2642411176571153,160,5,0.15,2.26,5.95
4527,Hot,5,3,128,128,-0.4500000000000002,-8913.08000000001,False,False,False,2.0,0,42.0,0.7768698398515702,3.55373967970314,149,5,0.15,6.4,6.8500000000000005
4528,Sunny,9,7,15,15,-0.44999999999999996,-8913.530000000012,False,False,False,1.0,0,32.4,0.9698026165776815,1.9698026165776814,63,5,0.15,1.35,1.8
4529,Sunny,12,0,34,20,0.7,-8912.83000000001,False,False,False,1.0,0,20.833333333333332,0.0,1.0,20,5,0.15,2.4,1.7
4530,Sunny,13,1,146,24,-4.33,-8917.16000000001,False,False,False,1.0,0,17.75147928994083,0.3934693402873666,1.3934693402873666,24,5,0.15,3.12,7.45
4531,Hot,11,0,76,49,1.5899999999999999,-8915.57000000001,False,False,False,2.0,0,24.793388429752067,0.0,2.0,49,5,0.15,5.39,3.8
4532,Sunny,13,9,37,35,1.3499999999999996,-8914.22000000001,False,False,False,1.0,0,17.75147928994083,0.9888910034617577,1.9888910034617577,35,5,0.15,4.55,3.2
4533,Cloudy,5,6,5,5,-0.8999999999999999,-8915.12000000001,False,False,False,0.5,50,42.0,0.950212931632136,0.975106465816068,40,5,0.15,0.25,1.15
4534,Sunny,11,5,60,47,1.42,-8913.70000000001,False,False,False,1.0,0,24.793388429752067,0.9179150013761012,1.9179150013761013,47,5,0.15,5.17,3.75
4535,Hot,10,3,58,58,2.45,-8911.25000000001,False,False,False,2.0,0,30.0,0.7768698398515702,3.55373967970314,106,5,0.15,5.8,3.3499999999999996
4536,Hot,6,4,120,120,0.6000000000000005,-8910.650000000009,False,False,False,2.0,0,39.6,0.8646647167633873,3.7293294335267744,147,5,0.15,7.2,6.6
4537,Sunny,5,5,102,80,-1.8499999999999996,-8912.50000000001,False,False,False,1.0,0,42.0,0.9179150013761012,1.9179150013761013,80,5,0.15,4.0,5.85
4538,Sunny,9,9,110,64,-1.0899999999999999,-8913.59000000001,False,False,False,1.0,0,32.4,0.9888910034617577,1.9888910034617577,64,5,0.15,5.76,6.85
4539,Cloudy,5,0,32,29,-0.15000000000000013,-8913.740000000009,False,False,False,0.7,30,42.0,0.0,0.7,29,5,0.15,1.45,1.6
4540,Sunny,10,8,141,59,-2.3499999999999996,-8916.09000000001,False,False,False,1.0,0,30.0,0.9816843611112658,1.9816843611112658,59,5,0.15,5.9,8.25
4541,Sunny,1,3,89,0,-4.9,-8920.990000000009,False,True,False,0.1,0,51.6,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,4.9
4542,Sunny,5,0,99,42,-2.85,-8923.84000000001,False,False,True,1.0,0,42.0,0.0,1.0,42,5,0.15,2.1,4.95
4543,Cloudy,11,6,66,24,-1.5599999999999992,-8925.400000000009,False,False,False,0.5,50,24.793388429752067,0.950212931632136,0.975106465816068,24,5,0.15,2.64,4.199999999999999
4544,Cloudy,1,3,111,36,-5.64,-8931.040000000008,False,False,False,0.4,60,51.6,0.7768698398515702,0.7107479359406281,36,5,0.15,0.36,6.0
4545,Sunny,0,6,49,49,-3.35,-8934.390000000009,False,False,False,1.0,0,54.0,0.950212931632136,1.950212931632136,105,5,0.15,0.0,3.35
4546,Sunny,10,7,118,0,-6.95,-8941.34000000001,False,True,False,0.1,0,30.0,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,6.95
4547,Sunny,10,6,146,58,-2.3999999999999995,-8943.740000000009,False,False,False,1.0,0,30.0,0.950212931632136,1.950212931632136,58,5,0.15,5.8,8.2
4548,Sunny,9,2,3,3,-0.17999999999999994,-8943.92000000001,False,False,False,1.0,0,32.4,0.6321205588285577,1.6321205588285577,52,5,0.15,0.27,0.44999999999999996
4549,Cloudy,2,9,39,0,-3.3,-8947.220000000008,True,False,False,0.30000000000000004,70,49.2,0.9888910034617577,0.5966673010385274,0,5,0.15,0.0,3.3
4550,Sunny,6,3,67,67,0.21999999999999975,-8947.00000000001,False,False,False,1.0,0,39.6,0.7768698398515702,1.77686983985157,70,5,0.15,4.02,3.8
4551,Sunny,13,1,109,24,-2.4800000000000004,-8949.480000000009,False,False,False,1.0,0,17.75147928994083,0.3934693402873666,1.3934693402873666,24,5,0.15,3.12,5.6000000000000005
4552,Sunny,9,4,56,56,1.6400000000000001,-8947.84000000001,False,False,False,1.0,0,32.4,0.8646647167633873,1.8646647167633872,60,5,0.15,5.04,3.4
4553,Sunny,12,7,0,0,-1.05,-8948.890000000009,False,False,False,1.0,0,20.833333333333332,0.9698026165776815,1.9698026165776814,41,5,0.15,0.0,1.05
4554,Sunny,6,5,104,75,-1.4500000000000002,-8950.34000000001,False,False,False,1.0,0,39.6,0.9179150013761012,1.9179150013761013,75,5,0.15,4.5,5.95
4555,Sunny,1,8,130,0,-7.7,-8958.04000000001,False,True,False,0.1,0,51.6,0.9816843611112658,0.19816843611112658,0,5,0.15,0.0,7.7
4556,Sunny,10,4,76,55,1.1000000000000005,-8956.94000000001,False,False,False,1.0,0,30.0,0.8646647167633873,1.8646647167633872,55,5,0.15,5.5,4.3999999999999995
4557,Hot,4,8,36,36,-1.56,-8958.50000000001,False,False,False,2.0,0,44.4,0.9816843611112658,3.9633687222225316,175,5,0.15,1.44,3.0
4558,Cloudy,13,2,53,17,-0.7399999999999998,-8959.240000000009,False,False,False,0.6,40,17.75147928994083,0.6321205588285577,0.9792723352971345,17,5,0.15,2.21,2.9499999999999997
4559,Cloudy,13,8,34,14,-1.0799999999999998,-8960.320000000009,False,False,False,0.4,60,17.75147928994083,0.9816843611112658,0.7926737444445063,14,5,0.15,1.82,2.9
4560,Sunny,3,1,23,23,-0.6099999999999999,-8960.93000000001,False,False,False,1.0,0,46.8,0.3934693402873666,1.3934693402873666,65,5,0.15,0.69,1.2999999999999998
4561,Cloudy,4,2,74,0,-4.0,-8964.93000000001,True,False,False,0.7,30,44.4,0.6321205588285577,1.1424843911799902,0,5,0.15,0.0,4.0
4562,Sunny,10,6,6,0,-1.2,-8966.13000000001,False,True,False,0.1,0,30.0,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,1.2
4563,Cloudy,7,7,63,51,-0.6300000000000003,-8966.76000000001,False,False,False,0.7,30,37.2,0.9698026165776815,1.3788618316043768,51,5,0.15,3.57,4.2
4564,Sunny,3,0,114,46,-4.32,-8971.080000000009,False,False,False,1.0,0,46.8,0.0,1.0,46,5,0.15,1.38,5.7
4565,Cloudy,7,3,1,0,-0.49999999999999994,-8971.580000000009,True,False,False,0.30000000000000004,70,37.2,0.7768698398515702,0.5330609519554711,0,5,0.15,0.0,0.49999999999999994
4566,Cloudy,8,7,107,47,-2.6399999999999997,-8974.220000000008,False,False,False,0.7,30,34.8,0.9698026165776815,1.3788618316043768,47,5,0.15,3.76,6.3999999999999995
4567,Cloudy,13,9,111,24,-3.7799999999999994,-8978.00000000001,False,False,False,0.7,30,17.75147928994083,0.9888910034617577,1.3922237024232302,24,5,0.15,3.12,6.8999999999999995
4568,Cloudy,10,5,41,34,0.6000000000000001,-8977.400000000009,False,False,False,0.6,40,30.0,0.9179150013761012,1.1507490008256607,34,5,0.15,3.4,2.8
4569,Sunny,12,5,114,39,-1.7700000000000005,-8979.17000000001,False,False,False,1.0,0,20.833333333333332,0.9179150013761012,1.9179150013761013,39,5,0.15,4.68,6.45
4570,Sunny,7,1,14,14,0.13,-8979.04000000001,False,False,False,1.0,0,37.2,0.3934693402873666,1.3934693402873666,51,5,0.15,0.98,0.85
4571,Hot,10,3,43,43,1.7000000000000002,-8977.34000000001,False,False,False,2.0,0,30.0,0.7768698398515702,3.55373967970314,106,5,0.15,4.3,2.5999999999999996
4572,Sunny,1,8,22,0,-2.3,-8979.640000000009,False,True,False,0.1,0,51.6,0.9816843611112658,0.19816843611112658,0,5,0.15,0.0,2.3
4573,Sunny,8,1,60,48,0.69,-8978.950000000008,False,False,True,1.0,0,34.8,0.3934693402873666,1.3934693402873666,48,5,0.15,3.84,3.15
4574,Sunny,10,6,98,58,-8.881784197001252e-16,-8978.950000000008,False,False,False,1.0,0,30.0,0.950212931632136,1.950212931632136,58,5,0.15,5.8,5.800000000000001
4575,Cloudy,8,7,63,0,-4.2,-8983.150000000009,True,False,False,0.7,30,34.8,0.9698026165776815,1.3788618316043768,0,5,0.15,0.0,4.2
4576,Sunny,2,7,99,0,-6.0,-8989.150000000009,False,True,False,0.1,0,49.2,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,6.0
4577,Sunny,11,9,114,49,-1.6600000000000001,-8990.810000000009,False,False,False,1.0,0,24.793388429752067,0.9888910034617577,1.9888910034617577,49,5,0.15,5.39,7.05
4578,Cloudy,11,0,6,6,0.36000000000000004,-8990.450000000008,False,False,False,0.7,30,24.793388429752067,0.0,0.7,17,5,0.15,0.66,0.3
4579,Cloudy,3,4,57,52,-1.8900000000000001,-8992.340000000007,False,False,False,0.6,40,46.8,0.8646647167633873,1.1187988300580323,52,5,0.15,1.56,3.45
4580,Hot,4,4,123,123,-1.83,-8994.170000000007,False,False,False,2.0,0,44.4,0.8646647167633873,3.7293294335267744,165,5,0.15,4.92,6.75
4581,Sunny,13,0,85,0,-4.25,-8998.420000000007,False,True,False,0.1,0,17.75147928994083,0.0,0.1,0,5,0.15,0.0,4.25
4582,Hot,2,1,136,136,-4.23,-9002.650000000007,False,False,False,2.0,0,49.2,0.3934693402873666,2.786938680574733,137,5,0.15,2.72,6.95
4583,Sunny,10,3,25,0,-1.7,-9004.350000000008,False,True,False,0.1,0,30.0,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,1.7
4584,Sunny,3,9,83,83,-3.01,-9007.360000000008,False,False,False,1.0,0,46.8,0.9888910034617577,1.9888910034617577,93,5,0.15,2.49,5.5
4585,Sunny,4,8,22,22,-1.42,-9008.780000000008,False,False,False,1.0,0,44.4,0.9816843611112658,1.9816843611112658,87,5,0.15,0.88,2.3
4586,Cloudy,10,7,102,41,-2.05,-9010.830000000007,False,False,False,0.7,30,30.0,0.9698026165776815,1.3788618316043768,41,5,0.15,4.1,6.1499999999999995
4587,Cloudy,4,6,6,0,-1.2,-9012.030000000008,True,False,False,0.7,30,44.4,0.950212931632136,1.3651490521424952,0,5,0.15,0.0,1.2
4588,Cloudy,4,9,30,30,-1.6499999999999997,-9013.680000000008,False,False,False,0.6,40,44.4,0.9888910034617577,1.1933346020770546,52,5,0.15,1.2,2.8499999999999996
4589,Sunny,5,8,53,53,-1.1999999999999997,-9014.880000000008,False,False,False,1.0,0,42.0,0.9816843611112658,1.9816843611112658,83,5,0.15,2.65,3.8499999999999996
4590,Sunny,11,4,26,26,0.96,-9013.92000000001,False,False,False,1.0,0,24.793388429752067,0.8646647167633873,1.8646647167633872,46,5,0.15,2.86,1.9
4591,Cloudy,0,9,57,57,-4.2,-9018.12000000001,False,False,False,0.7,30,54.0,0.9888910034617577,1.3922237024232302,75,5,0.15,0.0,4.2
4592,Sunny,1,7,32,32,-2.3300000000000005,-9020.45000000001,False,False,False,1.0,0,51.6,0.9698026165776815,1.9698026165776814,101,5,0.15,0.32,2.6500000000000004
4593,Cloudy,3,7,25,0,-2.3,-9022.75000000001,True,False,False,0.6,40,46.8,0.9698026165776815,1.1818815699466088,0,5,0.15,0.0,2.3
4594,Sunny,3,3,136,0,-7.25,-9030.00000000001,False,True,False,0.1,0,46.8,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,7.25
4595,Sunny,3,3,44,44,-1.3300000000000003,-9031.330000000009,False,True,True,0.1,0,46.8,0.7768698398515702,0.17768698398515703,44,5,0.15,1.32,2.6500000000000004
4596,Cloudy,10,4,24,0,-1.7999999999999998,-9033.130000000008,True,False,False,0.5,50,30.0,0.8646647167633873,0.9323323583816936,0,5,0.15,0.0,1.7999999999999998
4597,Hot,9,1,63,63,2.37,-9030.760000000007,False,False,False,2.0,0,32.4,0.3934693402873666,2.786938680574733,90,5,0.15,5.67,3.3
