Day,Weather,PricePerGlass,SignsMade,GlassesMade,GlassesSold,Profit,Assets,Storm,StreetCrewWorking,StreetCrewThirsty,WeatherFactor,MarketingFactor,DemandMultiplier,AdjDemand,ChanceOfRain,BaseDemand,CostPerGlass,CostPerSign,Income,Expenses
5297,Sunny,6,5,52,52,-0.22999999999999998,1501.0599999999993,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,3.12,3.35
5298,Cloudy,6,0,19,19,0.18999999999999995,1501.2499999999993,False,False,False,0.6,1.0,0.6,23,40,39.6,5,0.15,1.14,0.95
5299,Sunny,6,3,56,56,0.10999999999999988,1501.3599999999992,False,False,False,1.0,1.77686983985157,1.77686983985157,70,0,39.6,5,0.15,3.36,3.25
5300,Sunny,6,1,44,44,0.29000000000000004,1501.6499999999992,False,False,False,1.0,1.3934693402873666,1.3934693402873666,55,0,39.6,5,0.15,2.64,2.35
5301,Cloudy,7,0,22,22,0.43999999999999995,1502.0899999999992,False,False,False,0.7,1.0,0.7,26,30,37.2,5,0.15,1.54,1.1
5302,Hot,14,6,136,59,0.5600000000000005,1502.6499999999992,False,False,False,2.0,1.950212931632136,3.900425863264272,59,0,15.306122448979592,5,0.15,8.26,7.699999999999999
5303,Sunny,7,2,43,43,0.56,1503.2099999999991,False,True,True,0.1,1.6321205588285577,0.16321205588285578,43,0,37.2,5,0.15,3.01,2.4499999999999997
5304,Sunny,10,4,45,0,-2.85,1500.3599999999992,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,30.0,5,0.15,0.0,2.85
5305,Sunny,7,5,59,0,-3.7,1496.6599999999992,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,37.2,5,0.15,0.0,3.7
5306,Cloudy,9,1,9,0,-0.6,1496.0599999999993,True,False,False,0.30000000000000004,1.3934693402873666,0.41804080208621003,0,70,32.4,5,0.15,0.0,0.6
5307,Sunny,10,4,49,49,1.85,1497.9099999999992,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,4.9,3.0500000000000003
5308,Sunny,6,5,59,59,-0.16000000000000014,1497.749999999999,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,3.54,3.7
5309,Sunny,10,2,44,0,-2.5,1495.249999999999,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,30.0,5,0.15,0.0,2.5
5310,Sunny,11,2,53,40,1.4500000000000006,1496.6999999999991,False,False,False,1.0,1.6321205588285577,1.6321205588285577,40,0,24.793388429752067,5,0.15,4.4,2.9499999999999997
5311,Sunny,9,3,44,44,1.3099999999999996,1498.009999999999,False,False,False,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,3.96,2.6500000000000004
5312,Sunny,11,5,44,44,1.8899999999999997,1499.8999999999992,False,False,False,1.0,1.9179150013761013,1.9179150013761013,47,0,24.793388429752067,5,0.15,4.84,2.95
5313,Sunny,9,3,43,43,1.2700000000000005,1501.1699999999992,False,False,False,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,3.87,2.5999999999999996
5314,Cloudy,9,2,43,31,0.3400000000000003,1501.509999999999,False,False,False,0.6,1.6321205588285577,0.9792723352971345,31,40,32.4,5,0.15,2.79,2.4499999999999997
5315,Sunny,10,3,58,53,1.9500000000000002,1503.4599999999991,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,5.3,3.3499999999999996
5316,Cloudy,7,1,14,14,0.13,1503.5899999999992,False,False,False,0.5,1.3934693402873666,0.6967346701436833,25,50,37.2,5,0.15,0.98,0.85
5317,Sunny,11,2,59,0,-3.25,1500.3399999999992,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,24.793388429752067,5,0.15,0.0,3.25
5318,Hot,14,1,111,42,0.17999999999999972,1500.5199999999993,False,False,False,2.0,1.3934693402873666,2.786938680574733,42,0,15.306122448979592,5,0.15,5.88,5.7
5319,Hot,6,1,64,64,0.48999999999999977,1501.0099999999993,False,False,False,2.0,1.3934693402873666,2.786938680574733,110,0,39.6,5,0.15,3.84,3.35
5320,Hot,11,3,105,88,3.9799999999999995,1504.9899999999993,False,False,False,2.0,1.77686983985157,3.55373967970314,88,0,24.793388429752067,5,0.15,9.68,5.7
5321,Sunny,6,5,41,41,-0.33999999999999986,1504.6499999999994,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,2.46,2.8
5322,Hot,7,3,116,116,1.8699999999999992,1506.5199999999993,False,False,False,2.0,1.77686983985157,3.55373967970314,132,0,37.2,5,0.15,8.12,6.25
5323,Hot,7,0,96,74,0.3799999999999999,1506.8999999999994,False,False,False,2.0,1.0,2.0,74,0,37.2,5,0.15,5.18,4.8
5324,Hot,13,1,79,49,2.2699999999999996,1509.1699999999994,False,False,False,2.0,1.3934693402873666,2.786938680574733,49,0,17.75147928994083,5,0.15,6.37,4.1000000000000005
5325,Sunny,9,0,44,32,0.6799999999999997,1509.8499999999995,False,False,True,1.0,1.0,1.0,32,0,32.4,5,0.15,2.88,2.2
5326,Sunny,10,5,55,0,-3.5,1506.3499999999995,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,30.0,5,0.15,0.0,3.5
5327,Sunny,11,0,56,0,-2.8,1503.5499999999995,False,True,False,0.1,1.0,0.1,0,0,24.793388429752067,5,0.15,0.0,2.8
5328,Hot,6,2,79,79,0.4900000000000002,1504.0399999999995,False,False,False,2.0,1.6321205588285577,3.2642411176571153,129,0,39.6,5,0.15,4.74,4.25
5329,Cloudy,8,1,5,5,0.0,1504.0399999999995,False,False,False,0.5,1.3934693402873666,0.6967346701436833,24,50,34.8,5,0.15,0.4,0.4
5330,Cloudy,6,1,20,0,-1.15,1502.8899999999994,True,False,False,0.5,1.3934693402873666,0.6967346701436833,0,50,39.6,5,0.15,0.0,1.15
5331,Sunny,6,0,56,39,-0.45999999999999996,1502.4299999999994,False,False,False,1.0,1.0,1.0,39,0,39.6,5,0.15,2.34,2.8
5332,Sunny,10,3,50,50,2.05,1504.4799999999993,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,5.0,2.95
5333,Cloudy,9,1,32,31,1.04,1505.5199999999993,False,False,False,0.7,1.3934693402873666,0.9754285382011565,31,30,32.4,5,0.15,2.79,1.75
5334,Sunny,7,0,55,37,-0.16000000000000014,1505.3599999999992,False,False,True,1.0,1.0,1.0,37,0,37.2,5,0.15,2.59,2.75
5335,Sunny,8,4,49,49,0.8699999999999997,1506.229999999999,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,3.92,3.0500000000000003
5336,Sunny,8,4,43,43,0.69,1506.9199999999992,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,3.44,2.75
5337,Sunny,7,5,43,43,0.10999999999999988,1507.029999999999,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,3.01,2.9
5338,Sunny,10,4,48,48,1.7999999999999998,1508.829999999999,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,4.8,3.0
5339,Sunny,8,0,58,0,-2.9,1505.929999999999,False,True,False,0.1,1.0,0.1,0,0,34.8,5,0.15,0.0,2.9
5340,Sunny,8,4,59,59,1.1699999999999995,1507.099999999999,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.72,3.5500000000000003
5341,Sunny,11,5,56,0,-3.55,1503.549999999999,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,24.793388429752067,5,0.15,0.0,3.55
5342,Cloudy,9,1,6,6,0.09000000000000008,1503.639999999999,False,False,False,0.5,1.3934693402873666,0.6967346701436833,22,50,32.4,5,0.15,0.54,0.44999999999999996
5343,Hot,11,7,78,78,3.63,1507.269999999999,False,False,False,2.0,1.9698026165776814,3.939605233155363,97,0,24.793388429752067,5,0.15,8.58,4.95
5344,Sunny,11,3,54,44,1.6899999999999995,1508.9599999999991,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,3.1500000000000004
5345,Sunny,6,4,57,0,-3.45,1505.509999999999,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,39.6,5,0.15,0.0,3.45
5346,Hot,10,6,125,117,4.549999999999999,1510.059999999999,False,False,False,2.0,1.950212931632136,3.900425863264272,117,0,30.0,5,0.15,11.7,7.15
5347,Hot,6,2,99,99,0.6900000000000004,1510.749999999999,False,False,False,2.0,1.6321205588285577,3.2642411176571153,129,0,39.6,5,0.15,5.94,5.25
5348,Sunny,7,4,41,41,0.2200000000000002,1510.9699999999991,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,2.87,2.65
5349,Sunny,11,2,49,0,-2.75,1508.2199999999991,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,24.793388429752067,5,0.15,0.0,2.75
5350,Cloudy,6,1,27,0,-1.5,1506.7199999999991,True,False,False,0.6,1.3934693402873666,0.83608160417242,0,40,39.6,5,0.15,0.0,1.5
5351,Sunny,9,2,41,41,1.3400000000000003,1508.059999999999,False,False,False,1.0,1.6321205588285577,1.6321205588285577,52,0,32.4,5,0.15,3.69,2.3499999999999996
5352,Sunny,11,0,58,24,-0.2599999999999998,1507.799999999999,False,False,False,1.0,1.0,1.0,24,0,24.793388429752067,5,0.15,2.64,2.9
5353,Sunny,11,1,44,0,-2.35,1505.4499999999991,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,24.793388429752067,5,0.15,0.0,2.35
5354,Sunny,11,4,44,44,2.0399999999999996,1507.489999999999,False,False,True,1.0,1.8646647167633872,1.8646647167633872,46,0,24.793388429752067,5,0.15,4.84,2.8000000000000003
5355,Sunny,7,3,55,55,0.6499999999999999,1508.1399999999992,False,False,False,1.0,1.77686983985157,1.77686983985157,66,0,37.2,5,0.15,3.85,3.2
5356,Sunny,6,1,57,55,0.2999999999999998,1508.4399999999991,False,False,False,1.0,1.3934693402873666,1.3934693402873666,55,0,39.6,5,0.15,3.3,3.0
5357,Cloudy,6,3,71,42,-1.48,1506.9599999999991,False,False,False,0.6,1.77686983985157,1.066121903910942,42,40,39.6,5,0.15,2.52,4.0
5358,Hot,7,4,140,138,2.0600000000000005,1509.019999999999,False,False,False,2.0,1.8646647167633872,3.7293294335267744,138,0,37.2,5,0.15,9.66,7.6
5359,Sunny,6,4,55,55,-0.050000000000000266,1508.9699999999991,False,False,False,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,3.3,3.35
5360,Cloudy,7,3,71,19,-2.67,1506.299999999999,False,False,False,0.30000000000000004,1.77686983985157,0.5330609519554711,19,70,37.2,5,0.15,1.33,4.0
5361,Sunny,7,0,54,37,-0.11000000000000032,1506.1899999999991,False,False,False,1.0,1.0,1.0,37,0,37.2,5,0.15,2.59,2.7
5362,Sunny,10,3,54,53,2.1499999999999995,1508.3399999999992,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,5.3,3.1500000000000004
5363,Sunny,8,4,56,56,1.0800000000000005,1509.4199999999992,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.48,3.4
5364,Cloudy,6,3,29,0,-1.9,1507.519999999999,True,False,False,0.7,1.77686983985157,1.243808887896099,0,30,39.6,5,0.15,0.0,1.9
5365,Hot,9,5,73,73,2.17,1509.6899999999991,False,False,False,2.0,1.9179150013761013,3.8358300027522025,124,0,32.4,5,0.15,6.57,4.4
5366,Sunny,10,5,55,0,-3.5,1506.1899999999991,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,30.0,5,0.15,0.0,3.5
5367,Sunny,7,0,48,0,-2.4,1503.789999999999,False,True,False,0.1,1.0,0.1,0,0,37.2,5,0.15,0.0,2.4
5368,Hot,6,5,133,133,0.5800000000000001,1504.369999999999,False,False,False,2.0,1.9179150013761013,3.8358300027522025,151,0,39.6,5,0.15,7.98,7.4
5369,Cloudy,6,1,22,22,0.07000000000000006,1504.439999999999,False,False,False,0.5,1.3934693402873666,0.6967346701436833,27,50,39.6,5,0.15,1.32,1.25
5370,Sunny,10,5,58,57,2.0500000000000003,1506.4899999999989,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,5.7,3.65
5371,Sunny,7,0,44,37,0.3899999999999997,1506.879999999999,False,False,False,1.0,1.0,1.0,37,0,37.2,5,0.15,2.59,2.2
5372,Sunny,7,0,55,37,-0.16000000000000014,1506.719999999999,False,False,False,1.0,1.0,1.0,37,0,37.2,5,0.15,2.59,2.75
5373,Hot,7,3,150,132,1.29,1508.0099999999989,False,False,False,2.0,1.77686983985157,3.55373967970314,132,0,37.2,5,0.15,9.24,7.95
5374,Hot,14,2,159,49,-1.3899999999999997,1506.6199999999988,False,False,False,2.0,1.6321205588285577,3.2642411176571153,49,0,15.306122448979592,5,0.15,6.86,8.25
5375,Cloudy,9,2,50,31,-0.009999999999999787,1506.6099999999988,False,False,False,0.6,1.6321205588285577,0.9792723352971345,31,40,32.4,5,0.15,2.79,2.8
5376,Sunny,6,0,55,39,-0.41000000000000014,1506.1999999999987,False,False,False,1.0,1.0,1.0,39,0,39.6,5,0.15,2.34,2.75
5377,Sunny,7,3,58,58,0.71,1506.9099999999987,False,False,True,1.0,1.77686983985157,1.77686983985157,66,0,37.2,5,0.15,4.06,3.3499999999999996
5378,Cloudy,9,3,34,34,0.9100000000000001,1507.8199999999988,False,False,False,0.6,1.77686983985157,1.066121903910942,34,40,32.4,5,0.15,3.06,2.15
5379,Sunny,11,5,58,47,1.52,1509.3399999999988,False,False,False,1.0,1.9179150013761013,1.9179150013761013,47,0,24.793388429752067,5,0.15,5.17,3.65
5380,Hot,9,3,132,115,3.3,1512.6399999999987,False,False,False,2.0,1.77686983985157,3.55373967970314,115,0,32.4,5,0.15,10.35,7.05
5381,Sunny,11,0,42,24,0.54,1513.1799999999987,False,False,False,1.0,1.0,1.0,24,0,24.793388429752067,5,0.15,2.64,2.1
5382,Sunny,6,1,56,55,0.3500000000000001,1513.5299999999986,False,False,False,1.0,1.3934693402873666,1.3934693402873666,55,0,39.6,5,0.15,3.3,2.9499999999999997
5383,Sunny,11,3,51,44,1.8399999999999999,1515.3699999999985,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,3.0
5384,Cloudy,9,3,77,0,-4.3,1511.0699999999986,True,False,False,0.5,1.77686983985157,0.888434919925785,0,50,32.4,5,0.15,0.0,4.3
5385,Sunny,7,4,51,0,-3.15,1507.9199999999985,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,37.2,5,0.15,0.0,3.15
5386,Cloudy,9,3,24,0,-1.65,1506.2699999999984,True,False,False,0.4,1.77686983985157,0.7107479359406281,0,60,32.4,5,0.15,0.0,1.65
5387,Sunny,9,4,54,54,1.56,1507.8299999999983,False,False,False,1.0,1.8646647167633872,1.8646647167633872,60,0,32.4,5,0.15,4.86,3.3000000000000003
5388,Cloudy,7,3,33,0,-2.0999999999999996,1505.7299999999984,True,False,False,0.5,1.77686983985157,0.888434919925785,0,50,37.2,5,0.15,0.0,2.0999999999999996
5389,Sunny,11,0,53,24,-0.009999999999999787,1505.7199999999984,False,False,False,1.0,1.0,1.0,24,0,24.793388429752067,5,0.15,2.64,2.65
5390,Hot,7,7,68,68,0.3099999999999996,1506.0299999999984,False,False,False,2.0,1.9698026165776814,3.939605233155363,146,0,37.2,5,0.15,4.76,4.45
5391,Sunny,9,2,42,0,-2.4,1503.6299999999983,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,32.4,5,0.15,0.0,2.4
5392,Cloudy,8,2,68,39,-0.5799999999999996,1503.0499999999984,False,False,False,0.7,1.6321205588285577,1.1424843911799902,39,30,34.8,5,0.15,3.12,3.6999999999999997
5393,Sunny,10,0,46,30,0.7000000000000002,1503.7499999999984,False,False,False,1.0,1.0,1.0,30,0,30.0,5,0.15,3.0,2.3
5394,Hot,14,6,148,59,-0.040000000000000924,1503.7099999999984,False,False,False,2.0,1.950212931632136,3.900425863264272,59,0,15.306122448979592,5,0.15,8.26,8.3
5395,Cloudy,8,2,23,0,-1.45,1502.2599999999984,True,False,False,0.5,1.6321205588285577,0.8160602794142788,0,50,34.8,5,0.15,0.0,1.45
5396,Sunny,6,5,56,56,-0.18999999999999995,1502.0699999999983,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,3.36,3.55
5397,Sunny,8,5,46,0,-3.05,1499.0199999999984,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,34.8,5,0.15,0.0,3.05
5398,Sunny,8,2,50,50,1.2000000000000002,1500.2199999999984,False,False,False,1.0,1.6321205588285577,1.6321205588285577,56,0,34.8,5,0.15,4.0,2.8
5399,Sunny,8,4,44,44,0.7199999999999998,1500.9399999999985,False,False,True,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,3.52,2.8000000000000003
5400,Sunny,8,3,40,40,0.75,1501.6899999999985,False,False,True,1.0,1.77686983985157,1.77686983985157,61,0,34.8,5,0.15,3.2,2.45
5401,Sunny,7,0,54,37,-0.11000000000000032,1501.5799999999986,False,False,False,1.0,1.0,1.0,37,0,37.2,5,0.15,2.59,2.7
5402,Sunny,8,3,49,49,1.0199999999999996,1502.5999999999985,False,False,True,1.0,1.77686983985157,1.77686983985157,61,0,34.8,5,0.15,3.92,2.9000000000000004
5403,Sunny,10,4,58,55,2.0,1504.5999999999985,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,5.5,3.5
5404,Cloudy,8,1,5,0,-0.4,1504.1999999999985,True,False,False,0.30000000000000004,1.3934693402873666,0.41804080208621003,0,70,34.8,5,0.15,0.0,0.4
5405,Hot,6,7,105,105,0.0,1504.1999999999985,False,False,False,2.0,1.9698026165776814,3.939605233155363,156,0,39.6,5,0.15,6.3,6.3
5406,Hot,8,2,111,111,3.030000000000001,1507.2299999999984,False,False,False,2.0,1.6321205588285577,3.2642411176571153,113,0,34.8,5,0.15,8.88,5.85
5407,Sunny,9,0,53,0,-2.65,1504.5799999999983,False,True,False,0.1,1.0,0.1,0,0,32.4,5,0.15,0.0,2.65
5408,Cloudy,8,1,17,17,0.3600000000000001,1504.9399999999982,False,False,False,0.7,1.3934693402873666,0.9754285382011565,33,30,34.8,5,0.15,1.36,1.0
5409,Sunny,10,2,44,44,1.9000000000000004,1506.8399999999983,False,False,True,1.0,1.6321205588285577,1.6321205588285577,48,0,30.0,5,0.15,4.4,2.5
5410,Sunny,11,1,54,0,-2.85,1503.9899999999984,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,24.793388429752067,5,0.15,0.0,2.85
5411,Sunny,8,1,54,48,0.9899999999999998,1504.9799999999984,False,False,False,1.0,1.3934693402873666,1.3934693402873666,48,0,34.8,5,0.15,3.84,2.85
5412,Cloudy,6,3,62,0,-3.55,1501.4299999999985,True,False,False,0.7,1.77686983985157,1.243808887896099,0,30,39.6,5,0.15,0.0,3.55
5413,Hot,10,5,123,115,4.6,1506.0299999999984,False,False,False,2.0,1.9179150013761013,3.8358300027522025,115,0,30.0,5,0.15,11.5,6.9
5414,Sunny,8,0,58,34,-0.17999999999999972,1505.8499999999983,False,False,False,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.9
5415,Cloudy,7,2,68,42,-0.7599999999999998,1505.0899999999983,False,False,False,0.7,1.6321205588285577,1.1424843911799902,42,30,37.2,5,0.15,2.94,3.6999999999999997
5416,Hot,9,6,119,119,3.860000000000001,1508.9499999999982,False,False,False,2.0,1.950212931632136,3.900425863264272,126,0,32.4,5,0.15,10.71,6.85
5417,Cloudy,9,1,27,27,0.9300000000000002,1509.8799999999983,False,False,False,0.6,1.3934693402873666,0.83608160417242,27,40,32.4,5,0.15,2.43,1.5
5418,Cloudy,8,3,65,37,-0.7400000000000002,1509.1399999999983,False,False,False,0.6,1.77686983985157,1.066121903910942,37,40,34.8,5,0.15,2.96,3.7
5419,Cloudy,9,0,29,22,0.53,1509.6699999999983,False,False,False,0.7,1.0,0.7,22,30,32.4,5,0.15,1.98,1.45
5420,Sunny,10,5,52,52,1.85,1511.5199999999982,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,5.2,3.35
5421,Sunny,10,5,51,51,1.7999999999999998,1513.3199999999981,False,True,True,0.1,1.9179150013761013,0.19179150013761015,51,0,30.0,5,0.15,5.1,3.3
5422,Sunny,9,4,52,52,1.4799999999999995,1514.7999999999981,False,False,False,1.0,1.8646647167633872,1.8646647167633872,60,0,32.4,5,0.15,4.68,3.2
5423,Cloudy,8,2,47,34,0.07000000000000028,1514.869999999998,False,False,False,0.6,1.6321205588285577,0.9792723352971345,34,40,34.8,5,0.15,2.72,2.65
5424,Sunny,9,5,57,57,1.5299999999999998,1516.399999999998,False,False,False,1.0,1.9179150013761013,1.9179150013761013,62,0,32.4,5,0.15,5.13,3.6
5425,Cloudy,7,3,27,0,-1.8,1514.599999999998,True,False,False,0.6,1.77686983985157,1.066121903910942,0,40,37.2,5,0.15,0.0,1.8
5426,Sunny,8,0,48,34,0.3200000000000003,1514.919999999998,False,False,False,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.4
5427,Sunny,11,5,57,47,1.5699999999999998,1516.489999999998,False,False,False,1.0,1.9179150013761013,1.9179150013761013,47,0,24.793388429752067,5,0.15,5.17,3.6
5428,Sunny,10,2,45,0,-2.55,1513.939999999998,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,30.0,5,0.15,0.0,2.55
5429,Sunny,7,5,44,44,0.1299999999999999,1514.0699999999981,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,3.08,2.95
5430,Hot,11,0,97,49,0.54,1514.609999999998,False,False,False,2.0,1.0,2.0,49,0,24.793388429752067,5,0.15,5.39,4.85
5431,Sunny,7,3,56,0,-3.25,1511.359999999998,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,37.2,5,0.15,0.0,3.25
5432,Sunny,6,2,51,0,-2.8499999999999996,1508.5099999999982,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,39.6,5,0.15,0.0,2.8499999999999996
5433,Sunny,10,1,52,41,1.3499999999999996,1509.859999999998,False,False,True,1.0,1.3934693402873666,1.3934693402873666,41,0,30.0,5,0.15,4.1,2.75
5434,Sunny,6,4,52,0,-3.2,1506.659999999998,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,39.6,5,0.15,0.0,3.2
5435,Sunny,10,2,53,48,1.85,1508.509999999998,False,False,True,1.0,1.6321205588285577,1.6321205588285577,48,0,30.0,5,0.15,4.8,2.9499999999999997
5436,Sunny,11,3,40,0,-2.45,1506.059999999998,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,24.793388429752067,5,0.15,0.0,2.45
5437,Cloudy,8,3,29,24,0.020000000000000018,1506.0799999999979,False,False,False,0.4,1.77686983985157,0.7107479359406281,24,60,34.8,5,0.15,1.92,1.9
5438,Sunny,10,1,57,41,1.0999999999999996,1507.1799999999978,False,False,True,1.0,1.3934693402873666,1.3934693402873666,41,0,30.0,5,0.15,4.1,3.0
5439,Sunny,8,4,54,54,1.02,1508.1999999999978,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.32,3.3000000000000003
5440,Sunny,11,5,58,47,1.52,1509.7199999999978,False,False,False,1.0,1.9179150013761013,1.9179150013761013,47,0,24.793388429752067,5,0.15,5.17,3.65
5441,Cloudy,8,2,48,34,0.020000000000000462,1509.7399999999977,False,False,False,0.6,1.6321205588285577,0.9792723352971345,34,40,34.8,5,0.15,2.72,2.6999999999999997
5442,Sunny,6,5,50,50,-0.25,1509.4899999999977,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,3.0,3.25
5443,Hot,9,3,93,93,3.2699999999999987,1512.7599999999977,False,False,False,2.0,1.77686983985157,3.55373967970314,115,0,32.4,5,0.15,8.37,5.1000000000000005
5444,Sunny,11,1,55,0,-2.9,1509.8599999999976,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,24.793388429752067,5,0.15,0.0,2.9
5445,Sunny,9,5,42,42,0.9299999999999997,1510.7899999999977,False,False,False,1.0,1.9179150013761013,1.9179150013761013,62,0,32.4,5,0.15,3.78,2.85
5446,Sunny,10,2,42,42,1.8000000000000003,1512.5899999999976,False,False,False,1.0,1.6321205588285577,1.6321205588285577,48,0,30.0,5,0.15,4.2,2.4
5447,Cloudy,6,0,7,0,-0.35,1512.2399999999977,True,False,False,0.5,1.0,0.5,0,50,39.6,5,0.15,0.0,0.35
5448,Sunny,7,4,54,54,0.47999999999999954,1512.7199999999978,False,False,True,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,3.78,3.3000000000000003
5449,Sunny,8,1,56,48,0.8900000000000001,1513.6099999999979,False,False,True,1.0,1.3934693402873666,1.3934693402873666,48,0,34.8,5,0.15,3.84,2.9499999999999997
5450,Sunny,11,2,53,40,1.4500000000000006,1515.059999999998,False,False,True,1.0,1.6321205588285577,1.6321205588285577,40,0,24.793388429752067,5,0.15,4.4,2.9499999999999997
5451,Hot,11,7,118,97,3.7199999999999998,1518.779999999998,False,False,False,2.0,1.9698026165776814,3.939605233155363,97,0,24.793388429752067,5,0.15,10.67,6.95
5452,Hot,11,2,157,80,0.6500000000000004,1519.429999999998,False,False,False,2.0,1.6321205588285577,3.2642411176571153,80,0,24.793388429752067,5,0.15,8.8,8.15
5453,Hot,9,5,122,122,4.130000000000001,1523.5599999999981,False,False,False,2.0,1.9179150013761013,3.8358300027522025,124,0,32.4,5,0.15,10.98,6.85
5454,Hot,9,3,72,72,2.4300000000000006,1525.9899999999982,False,False,False,2.0,1.77686983985157,3.55373967970314,115,0,32.4,5,0.15,6.48,4.05
5455,Hot,13,0,53,35,1.9,1527.8899999999983,False,False,False,2.0,1.0,2.0,35,0,17.75147928994083,5,0.15,4.55,2.65
5456,Hot,13,0,62,35,1.4499999999999997,1529.3399999999983,False,False,False,2.0,1.0,2.0,35,0,17.75147928994083,5,0.15,4.55,3.1
5457,Hot,14,1,97,42,0.8799999999999999,1530.2199999999984,False,False,False,2.0,1.3934693402873666,2.786938680574733,42,0,15.306122448979592,5,0.15,5.88,5.0
5458,Hot,13,2,77,57,3.26,1533.4799999999984,False,False,False,2.0,1.6321205588285577,3.2642411176571153,57,0,17.75147928994083,5,0.15,7.41,4.15
5459,Sunny,6,1,49,49,0.33999999999999986,1533.8199999999983,False,False,False,1.0,1.3934693402873666,1.3934693402873666,55,0,39.6,5,0.15,2.94,2.6
5460,Hot,6,6,74,74,-0.15999999999999925,1533.6599999999983,False,False,False,2.0,1.950212931632136,3.900425863264272,154,0,39.6,5,0.15,4.44,4.6
5461,Sunny,8,5,53,53,0.8400000000000003,1534.4999999999982,False,False,False,1.0,1.9179150013761013,1.9179150013761013,66,0,34.8,5,0.15,4.24,3.4
5462,Sunny,7,4,42,42,0.23999999999999977,1534.7399999999982,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,2.94,2.7
5463,Sunny,8,2,40,40,0.9000000000000004,1535.6399999999983,False,False,False,1.0,1.6321205588285577,1.6321205588285577,56,0,34.8,5,0.15,3.2,2.3
5464,Cloudy,7,3,73,0,-4.1,1531.5399999999984,True,False,False,0.7,1.77686983985157,1.243808887896099,0,30,37.2,5,0.15,0.0,4.1
5465,Sunny,6,4,47,47,-0.13000000000000034,1531.4099999999983,False,False,False,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,2.82,2.95
